x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89630.074883,43130.6945594,0.0,0.0,0.0,0.8908735393706145,0.4542514026937883,9.2666666666
89628.0148229,43133.1098699,0.0,0.0,0.0,0.8876786755288125,0.4604634285276228,9.3666666666
89626.0962446,43135.5491846,0.0,0.0,0.0,0.8865758413551225,0.4625832655052025,9.4666666666
89624.2893618,43137.9966586,0.0,0.0,0.0,0.8866177348157583,0.46250296465014545,9.5666666666
89623.1819638,43140.4439264,0.0,0.0,0.0,0.886022717946053,0.4636418265034863,9.6666666666
89621.0806511,43142.8958758,0.0,0.0,0.0,0.8858404744325861,0.4639899286159677,9.7666666666
89619.2813115,43145.3490954,0.0,0.0,0.0,0.8840654740746551,0.4673630682340607,9.8666666666
89617.500974,43147.8148295,0.0,0.0,0.0,0.8817338975541988,0.47174710799736924,9.9666666666
89615.8459781,43150.2959718,0.0,0.0,0.0,0.8747329353994254,0.48460529477865233,9.0666666666
89614.3648117,43152.8237383,0.0,0.0,0.0,0.8520352631869781,0.5234843935456882,9.1666666666
89613.0157321,43155.4866665,0.0,0.0,0.0,0.7988249148909662,0.6015635921076347,7.2777777777
89612.0932589,43158.3481709,0.0,0.0,0.0,0.7028539955455397,0.7113341415577284,7.3777777777
89612.2291468,43161.3404789,0.0,0.0,0.0,0.5688843952383383,0.8224175003332006,7.4777777777
89613.7741219,43164.1124982,0.0,0.0,0.0,0.332024351633184,0.9432708147306179,7.5777777777
89616.038489,43165.9320151,0.0,0.0,0.0,0.09576117963897977,0.9954043381833089,7.6777777777
89618.9507637,43166.4975904,0.0,0.0,0.0,-0.17146598580861655,0.9851900404037179,7.7777777777
89621.7102618,43165.5070397,0.0,0.0,0.0,-0.3722981364651079,0.9281131922263619,7.8777777777
89623.8840814,43163.4286152,0.0,0.0,0.0,-0.43347161461633327,0.9011672205101054,7.9777777777
89625.7384085,43161.107721,0.0,0.0,0.0,-0.5077202816800768,0.8615219762552221,7.0777777777
89626.8816511,43158.5014474,0.0,0.0,0.0,-0.5357086988320535,0.8444028600115399,9.1666666666
89628.0528769,43155.8019154,0.0,0.0,0.0,-0.5575441010496636,0.8301473214946384,9.2666666666
89629.5826044,43153.0374306,0.0,0.0,0.0,-0.569086621168504,0.8222775794140417,9.3666666666
89630.2338945,43150.2444985,0.0,0.0,0.0,-0.4771213576660648,0.878837419582764,9.4666666666
89631.8522925146,43147.75284844299,0.0,0.0,0.0,-0.551099706575186,0.8344394006833233,9.5666666666
89632.80967857075,43145.509917684125,0.0,0.0,0.0,-0.5186828293851513,0.8549667376576787,9.6666666666
89634.05844299185,43143.112302045345,0.0,0.0,0.0,-0.49334011371928826,0.8698364973921476,9.7666666666
89636.12346221996,43140.32797420675,0.0,0.0,0.0,-0.3526139839977672,0.9357688701219027,9.8666666666
89638.4128636586,43138.31707076777,0.0,0.0,0.0,-0.23236978424659124,0.9726275152231674,4.95555555555
89640.70226509725,43137.15693416836,0.0,0.0,0.0,-0.05440574292758456,0.9985189107555739,4.05555555555
89642.82516461308,43136.92490684848,0.0,0.0,0.0,0.16067803779135187,0.9870068734165537,4.15555555555
89644.90643864822,43137.62098880812,0.0,0.0,0.0,0.34352406870127616,0.9391438730156956,4.25555555555
89646.73795979914,43139.16783760734,0.0,0.0,0.0,0.5540159306970269,0.832506065163436,4.35555555555
89647.40209489389,43141.00608348628,0.0,0.0,0.0,0.699455895980281,0.71467576534987,4.45555555555
89647.4053458553,43144.92320548432,0.0,0.0,0.0,0.8552788908611095,0.5181679446351253,9.5666666666
